
11427,,,87-04,,,,,218TH,,,,,,,,PL,,,,,,,,,,,,,,,,,,63,,,QUEENS VILLAGE,,,,,,,MULTIPLE DWELLINGA,,,,,,,,,,10687,,,35,,

11427,,,87-05,,,,,218TH,,,,,,,,PL,,,,,,,,,,,,,,,,,,63,,,QUEENS VILLAGE,,,,,,,MULTIPLE DWELLINGA,,,,,,,,,,10688,,,2,,

11427,,,87-07,,,,,218TH,,,,,,,,ST,,,,,,,,,,,,,,,,,,63,,,QUEENS VILLAGE,,,,,,,MULTIPLE DWELLINGA,,,,,,,,,,10687,,,35,,

11427,,,87-08,,,,,218TH,,,,,,,,PL,,,,,,,,,,,,,,,,,,63,,,QUEENS VILLAGE,,,,,,,MULTIPLE DWELLINGA,,,,,,,,,,10687,,,35,,

11427,,,87-09,,,,,218TH,,,,,,,,PL,,,,,,,,,,,,,,,,,,63,,,QUEENS VILLAGE,,,,,,,MULTIPLE DWELLINGA,,,,,,,,,,10688,,,2,,

11427,,,87-11,,,,,218TH,,,,,,,,ST,,,,,,,,,,,,,,,,,,63,,,QUEENS VILLAGE,,,,,,,MULTIPLE DWELLINGA,,,,,,,,,,10687,,,35,,

11427,,,87-06,,,,,219TH,,,,,,,,ST,,,,,,,,,,,,,,,,,,63,,,QUEENS VILLAGE,,,,,,,MULTIPLE DWELLINGA,,,,,,,,,,10688,,,2,,

11427,,,87-10,,,,,219TH,,,,,,,,ST,,,,,,,,,,,,,,,,,,63,,,QUEENS VILLAGE,,,,,,,MULTIPLE DWELLINGA,,,,,,,,,,10688,,,2,,

11427,,,89-39 TO 89-43,,,,,221ST,,,,,,,,PL,,,,,,,,,,,,,,,,,,63,,,QUEENS VILLAGE,,,,,,,MULTIPLE DWELLINGA,,,,,,,,,,10668,,,1,,

11427,,,206-09 TO 206-15,,,,,86TH,,,,,,,,RD,,,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,,,,MULTIPLE DWELLINGA,,,,,,,,,,10599,,,100,,

11427,,,206-10 TO 206-16,,,,,86TH,,,,,,,,RD,,,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,,,,MULTIPLE DWELLINGA,,,,,,,,,,10590,,,100,,

11427,,,209-10 TO 209-16,,,,,86TH,,,,,,,,DR,,,,,,,,,,,,,,,,,,63,,,QUEENS VILLAGE,,,,,,,MULTIPLE DWELLINGA,,,,,,,,,,10592,,,150,,

11427,,,209-30 TO 209-34,,,,,86TH,,,,,,,,DR,,,,,,,,,,,,,,,,,,63,,,QUEENS VILLAGE,,,,,,,MULTIPLE DWELLINGA,,,,,,,,,,10592,,,150,,

11427,,,209-31 TO 209-35,,,,,86TH,,,,,,,,DR,,,,,,,,,,,,,,,,,,63,,,QUEENS VILLAGE,,,,,,,MULTIPLE DWELLINGA,,,,,,,,,,10593,,,2,,

11427,,,208-26 TO 208-30,,,,,GRAND CENTRAL,,,,,,,,PKWY,,,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,,,,MULTIPLE DWELLINGA,,,,,,,,,,10593,,,2,,

Source: 2023HCR BuildingRegistrationFile,,,,,,,,,,,,,,,,,,,,,,,,https://rentguidelinesboard.cityofnewyork.us/resources/rent-stabilized-building-lists,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page158of 172,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListofQueens Buildings Containing StabilizedUnits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

ZIP,,,BLDGNO1,,,,,STREET1,,,,,,,STSUFX1,,,,,BLDGNO2,,,,,STREET2,,,,,STSUFX2,,,,COUNTY,,,CITY,,,,,STATUS1,,,STATUS2,,,,STATUS3,,,BLOCK,,,LOT,,

11427,,,208-70 TO 208-76,,,,,GRAND CENTRAL,,,,,,,PKWY,,,,,,,,,,,,,,,,,,,63,,,QUEENS VILLAGE,,,,,MULTIPLE DWELLINGA,,,,,,,,,,10593,,,2,,

11427,,,208-84 TO 208-90,,,,,GRAND CENTRAL,,,,,,,PKWY,,,,,,,,,,,,,,,,,,,63,,,QUEENS VILLAGE,,,,,MULTIPLE DWELLINGA,,,,,,,,,,10593,,,2,,

11427,,,210-10 TO 210-16,,,,,GRAND CENTRAL,,,,,,,PKWY,,,,,,,,,,,,,,,,,,,63,,,QUEENS VILLAGE,,,,,MULTIPLE DWELLINGA,,,,,,,,,,10592,,,150,,

11427,,,210-34 TO 210-40,,,,,GRAND CENTRAL,,,,,,,PKWY,,,,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,10592,,,150,,

11427,,,209-03 TO 209-15,,,,,HILLSIDE,,,,,,,AVE,,,,,87-15 TO 87-17,,,,,209TH,,,,,ST,,,,63,,,QUEENS VILLAGE,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,10591,,,1,,

11427,,,209-17 TO 209-27,,,,,HILLSIDE,,,,,,,AVE,,,,,210-01 TO 210-11,,,,,HILLSIDE,,,,,AVE,,,,63,,,QUEENS VILLAGE,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,10591,,,72,,

11427,,,210-15 TO 210-27,,,,,HILLSIDE,,,,,,,AVE,,,,,211-01 TO 211-09,,,,,HILLSIDE,,,,,AVE,,,,63,,,QUEENS VILLAGE,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,10591,,,60,,

11427,,,211-11 TO 211-25,,,,,HILLSIDE,,,,,,,AVE,,,,,87-14 TO 87-16,,,,,HOLLIS COURT,,,,,BLVD,,,,63,,,QUEENS VILLAGE,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,10591,,,50,,

11427,,,212-29,,,,,HILLSIDE,,,,,,,AVE,,,,,,,,,,,,,,,,,,,63,,,QUEENS VILLAGE,,,,,MULTIPLE DWELLINGA,,,,,,,,,,10681,,,56,,

11427,,,212-45 TO 212-49,,,,,HILLSIDE,,,,,,,AVE,,,,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,10681,,,33,,

11427,,,215-01 TO 215-11,,,,,HILLSIDE,,,,,,,AVE,,,,,,,,,,,,,,,,,,,63,,,QUEENS VILLAGE,,,,,MULTIPLE DWELLINGA,,,,,,,,,,10682,,,47,,

11427,,,215-29 TO 215-33,,,,,HILLSIDE,,,,,,,AVE,,,,,87-51,,,,,215TH,,,,,PL,,,,63,,,QUEENS VILLAGE,,,,,MULTIPLE DWELLINGA,,,,,,,,,,10684,,,22,,

11427,,,215-41,,,,,HILLSIDE,,,,,,,AVE,,,,,,,,,,,,,,,,,,,63,,,QUEENS VILLAGE,,,,,MULTIPLE DWELLINGA,,,,,,,,,,10684,,,22,,

11427,,,216-01 TO 216-05,,,,,HILLSIDE,,,,,,,AVE,,,,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,10685,,,44,,

11427,,,216-11,,,,,HILLSIDE,,,,,,,AVE,,,,,,,,,,,,,,,,,,,63,,,QUEENS VILLAGE,,,,,MULTIPLE DWELLINGA,,,,,,,,,,10685,,,39,,

11427,,,216-15,,,,,HILLSIDE,,,,,,,AVE,,,,,,,,,,,,,,,,,,,63,,,QUEENS VILLAGE,,,,,MULTIPLE DWELLINGA,,,,,,,,,,10685,,,39,,

11427,,,217-03 TO 217-09,,,,,HILLSIDE,,,,,,,AVE,,,,,87-23 TO 87-25,,,,,217TH,,,,,ST,,,,63,,,QUEENS VILLAGE,,,,,MULTIPLE DWELLINGA,,,,,,,,,,10686,,,6,,

11427,,,217-11 TO 217-19,,,,,HILLSIDE,,,,,,,AVE,,,,,87-24 TO 87-26,,,,,218TH,,,,,ST,,,,63,,,QUEENS VILLAGE,,,,,MULTIPLE DWELLINGA,,,,,,,,,,10686,,,1,,

11427,,,218-05,,,,,HILLSIDE,,,,,,,AVE,,,,,,,,,,,,,,,,,,,63,,,QUEENS VILLAGE,,,,,MULTIPLE DWELLINGA,,,,,,,,,,10687,,,35,,

11427,,,218-11,,,,,HILLSIDE,,,,,,,AVE,,,,,,,,,,,,,,,,,,,63,,,QUEENS VILLAGE,,,,,MULTIPLE DWELLINGA,,,,,,,,,,10687,,,35,,

11427,,,218-33,,,,,HILLSIDE,,,,,,,AVE,,,,,,,,,,,,,,,,,,,63,,,QUEENS VILLAGE,,,,,MULTIPLE DWELLINGA,,,,,,,,,,10688,,,2,,

11427,,,218-37,,,,,HILLSIDE,,,,,,,AVE,,,,,,,,,,,,,,,,,,,63,,,QUEENS VILLAGE,,,,,MULTIPLE DWELLINGA,,,,,,,,,,10688,,,2,,

11427,,,218-10,,,,,SPENCER,,,,,,,AVE,,,,,,,,,,,,,,,,,,,63,,,QUEENS VILLAGE,,,,,MULTIPLE DWELLINGA,,,,,,,,,,10687,,,35,,

11427,,,218-14,,,,,SPENCER,,,,,,,AVE,,,,,,,,,,,,,,,,,,,63,,,QUEENS VILLAGE,,,,,MULTIPLE DWELLINGA,,,,,,,,,,10687,,,35,,

11427,,,218-32,,,,,SPENCER,,,,,,,AVE,,,,,,,,,,,,,,,,,,,63,,,QUEENS VILLAGE,,,,,MULTIPLE DWELLINGA,,,,,,,,,,10688,,,2,,

11427,,,218-36,,,,,SPENCER,,,,,,,AVE,,,,,,,,,,,,,,,,,,,63,,,QUEENS VILLAGE,,,,,MULTIPLE DWELLINGA,,,,,,,,,,10688,,,2,,

11427,,,87-16,,,,,WINCHESTER,,,,,,,BLVD,,,,,,,,,,,,,,,,,,,63,,,QUEENS VILLAGE,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,7943,,,50,,

11428,,,94-40,,,,,210TH,,,,,,,ST,,,,,,,,,,,,,,,,,,,63,,,QUEENS VILLAGE,,,,,MULTIPLE DWELLINGA,,,,,,,,,,10542,,,103,,

11428,,,93-23,,,,,218TH,,,,,,,ST,,,,,,,,,,,,,,,,,,,63,,,QUEENS VILLAGE,,,,,MULTIPLE DWELLINGA,,,,,,,,,,10698,,,6,,

11428,,,94-79,,,,,218TH,,,,,,,ST,,,,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,10694,,,9,,

11428,,,94-80,,,,,218TH,,,,,,,ST,,,,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,10610,,,26,,

11428,,,94-81,,,,,218TH,,,,,,,ST,,,,,,,,,,,,,,,,,,,63,,,QUEENS VILLAGE,,,,,MULTIPLE DWELLINGB,,,,,,,,,,10694,,,8,,

11428,,,94-83,,,,,218TH,,,,,,,ST,,,,,,,,,,,,,,,,,,,63,,,QUEENS VILLAGE,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,10694,,,7,,

11428,,,94-85,,,,,218TH,,,,,,,ST,,,,,,,,,,,,,,,,,,,63,,,QUEENS VILLAGE,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,421-A (1-15),,,10694,,,6,,

11428,,,94-87,,,,,218TH,,,,,,,ST,,,,,,,,,,,,,,,,,,,63,,,QUEENS VILLAGE,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,421-A (1-15),,,10694,,,5,,

11428,,,93-41 TO 93-49,,,,,222ND,,,,,,,ST,,,,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,10741,,,184,,

11428,,,94-03 TO 94-07,,,,,222ND,,,,,,,ST,,,,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,10741,,,178,,

11428,,,94-25,,,,,222ND,,,,,,,ST,,,,,,,,,,,,,,,,,,,63,,,QUEENS VILLAGE,,,,,MULTIPLE DWELLINGA,,,,,,,,,,10741,,,170,,

11428,,,94-25,,,,,224TH,,,,,,,ST,,,,,224-10,,,,,JAMAICA,,,,,AVE,,,,63,,,JAMAICA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,10814,,,8,,

11428,,,221-35 TO 221-41,,,,,90TH,,,,,,,AVE,,,,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,10668,,,1,,

11428,,,221-56,,,,,90TH,,,,,,,AVE,,,,,,,,,,,,,,,,,,,63,,,QUEENS VILLAGE,,,,,MULTIPLE DWELLINGA,,,,,,,,,,10723,,,1,,

11428,,,214-29 TO 214-41,,,,,93RD,,,,,,,AVE,,,,,92-48 TO 92-52,,,,,VANDERVEER,,,,,ST,,,,63,,,QUEENS VILLAGE,,,,,MULTIPLE DWELLINGA,,,,,,,,,,10628,,,80,,

11428,,,219-46,,,,,93RD,,,,,,,AVE,,,,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,10731,,,1,,

11428,,,90-11 TO 90-25,,,,,BORKEL,,,,,,,PL,,,,,90-24,,,,,WINCHESTER,,,,,BLVD,,,,63,,,QUEENS VILLAGE,,,,,MULTIPLE DWELLINGA,,,,,,,,,,10723,,,1,,

11428,,,90-10 TO 90-24,,,,,WINCHESTER,,,,,,,BLVD,,,,,,,,,,,,,,,,,,,63,,,QUEENS VILLAGE,,,,,MULTIPLE DWELLINGA,,,,,,,,,,10723,,,1,,

11429,,,212-03 TO 212-19,,,,,102ND,,,,,,,AVE,,,,,,,,,,,,,,,,,,,63,,,QUEENS VILLAGE,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,11085,,,1,,

11429,,,106-15,,,,,217TH,,,,,,,ST,,,,,,,,,,,,,,,,,,,63,,,QUEENS VILLAGE,,,,,MULTIPLE DWELLINGA,,,,,,,,,,11104,,,83,,

11429,,,95-20,,,,,222ND,,,,,,,ST,,,,,,,,,,,,,,,,,,,63,,,QUEENS VILLAGE,,,,,MULTIPLE DWELLINGA,,,,,,,,,,10789,,,279,,

11429,,,218-65 TO 218-89,,,,,98TH,,,,,,,AVE,,,,,97-18 TO 97-28,,,,,219TH,,,,,ST,,,,63,,,QUEENS VILLAGE,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,10783,,,42,,

11429,,,221-15,,,,,HEMPSTEAD,,,,,,,AVE,,,,,,,,,,,,,,,,,,,63,,,QUEENS VILLAGE,,,,,MULTIPLE DWELLINGB,,,,,,,,,,10777,,,58,,

11432,,,89-11,,,,,153RD,,,,,,,ST,,,,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,9755,,,6,,

11432,,,89-21,,,,,153RD,,,,,,,ST,,,,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,9755,,,1,,

11432,,,90-05,,,,,153RD,,,,,,,ST,,,,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,9753,,,15,,

11432,,,90-11,,,,,160TH,,,,,,,ST,,,,,90-14,,,,,161ST,,,,,ST,,,,63,,,JAMAICA,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,9757,,,18,,

11432,,,88-19,,,,,161ST,,,,,,,ST,,,,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,9767,,,24,,

11432,,,88-44,,,,,161ST,,,,,,,ST,,,,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,9764,,,82,,

11432,,,89-20,,,,,161ST,,,,,,,ST,,,,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,9758,,,35,,

Source: 2023HCR BuildingRegistrationFile,,,,,,,,,,,,,,,,,,,,,,,,https://rentguidelinesboard.cityofnewyork.us/resources/rent-stabilized-building-lists,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page159of 172,,,
,,,,,,,,,,,,,,,,,,,ListofQueens Buildings Containing StabilizedUnits,,,,,,,,,,,,,,,,,,,,,,,,,,

ZIP,,,BLDGNO1,,,,STREET1,,,,STSUFX1,,,BLDGNO2,,,STREET2,,,STSUFX2,,COUNTY,,,CITY,,,,STATUS1,,,STATUS2,,,,,STATUS3,,,BLOCK,,,LOT,,

11432,,,90-05,,,,161ST,,,,ST,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,9760,,,22,,

11432,,,90-24,,,,161ST,,,,ST,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,,,,,,,,,9757,,,38,,

11432,,,86-25,,,,162ND,,,,ST,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,,,,,,,,,9773,,,1,,

11432,,,88-23,,,,162ND,,,,ST,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,,,,,,,,,9768,,,19,,

11432,,,88-35,,,,162ND,,,,ST,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGB,,,,,,,,,,,9768,,,12,,

11432,,,88-56,,,,162ND,,,,ST,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,421-A (16),,,,,,,,9767,,,59,,

11432,,,89-44,,,,162ND,,,,ST,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,9760,,,25,,

11432,,,89-29,,,,163RD,,,,ST,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,,,,,,,,,9793,,,33,,

11432,,,86-47,,,,164TH,,,,ST,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,,,,,,,,,9846,,,11,,

11432,,,88-35,,,,164TH,,,,ST,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,,,,,,,,,9814,,,6,,

11432,,,89-24,,,,164TH,,,,ST,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,,,,,,,,,9793,,,69,,

11432,,,89-30,,,,164TH,,,,ST,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,,,,,,,,,9793,,,69,,

11432,,,89-34,,,,164TH,,,,ST,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,,,,,,,,,9793,,,69,,

11432,,,89-38,,,,164TH,,,,ST,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,,,,,,,,,9793,,,69,,

11432,,,89-46,,,,164TH,,,,ST,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,ARTICLE 11,,,,,,,,9793,,,7502,,

11432,,,85-44,,,,165TH,,,,ST,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,421-A (1-15),,,9847,,,68,,

11432,,,87-15,,,,165TH,,,,ST,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,NON-EVICT COOP/CONDO,,,,,,,,9837,,,44,,

11432,,,87-40,,,,165TH,,,,ST,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,,,,,,,,,9836,,,1,,

11432,,,87-84,,,,165TH,,,,ST,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,9814,,,116,,

11432,,,87-05,,,,166TH,,,,ST,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,NON-EVICT COOP/CONDO,,,,,,,,9838,,,89,,

11432,,,87-50,,,,167TH,,,,ST,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,9838,,,62,,

11432,,,84-49,,,,168TH,,,,ST,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,NON-EVICT COOP/CONDO,,,,,,,,9859,,,88,,

11432,,,88-15,,,,168TH,,,,ST,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,9819,,,3,,

11432,,,84-50,,,,169TH,,,,ST,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,NON-EVICT COOP/CONDO,,,,,,,,9860,,,40,,

11432,,,85-18,,,,169TH,,,,ST,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,9852,,,46,,

11432,,,85-22,,,,169TH,,,,ST,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,9852,,,47,,

11432,,,87-77,,,,169TH,,,,ST,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,,,,,,,,,9825,,,5,,

11432,,,89-07,,,,169TH,,,,ST,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,,,,,,,,,9803,,,15,,

11432,,,89-21,,,,169TH,,,,ST,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,,,,,,,,,9803,,,9,,

11432,,,90-20,,,,169TH,,,,ST,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,,,,,,,,,9800,,,1,,

11432,,,88-21,,,,170TH,,,,ST,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGB,,,,,,,,,,,9824,,,72,,

11432,,,89-00,,,,170TH,,,,ST,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,NON-EVICT COOP/CONDO,,,,,,,,9803,,,24,,

11432,,,89-09,,,,170TH,,,,ST,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,,,,,,,,,9805,,,47,,

11432,,,89-11,,,,170TH,,,,ST,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,,,,,,,,,9805,,,45,,

11432,,,89-15,,,,170TH,,,,ST,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,,,,,,,,,9805,,,144,,

11432,,,89-17,,,,170TH,,,,ST,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,,,,,,,,,9805,,,43,,

11432,,,89-19,,,,170TH,,,,ST,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,,,,,,,,,9805,,,42,,

11432,,,90-21,,,,170TH,,,,ST,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,9804,,,26,,

11432,,,90-23,,,,170TH,,,,ST,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,9804,,,25,,

11432,,,90-25,,,,170TH,,,,ST,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,9804,,,24,,

11432,,,90-38,,,,170TH,,,,ST,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,ROOMINGHOUSE,,,,,,,,9802,,,58,,

11432,,,87-65 TO 87-69,,,,171ST,,,,ST,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,421-A (16),,,9827,,,25,,

11432,,,87-87,,,,171ST,,,,ST,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,9827,,,18,,

11432,,,88-05,,,,171ST,,,,ST,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,9827,,,8,,

11432,,,89-19,,,,171ST,,,,ST,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,,,,,,,,,9807,,,73,,

11432,,,90-07,,,,171ST,,,,ST,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,ROOMINGHOUSE,,,,,421-A (1-15),,,,,,,,

11432,,,90-09,,,,171ST,,,,ST,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,ROOMINGHOUSE,,,,,421-A (1-15),,,,,,,,

11432,,,90-16,,,,171ST,,,,ST,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,,,,,,,,,9804,,,48,,

11432,,,90-23,,,,171ST,,,,ST,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,,,,,,,,,9806,,,24,,

11432,,,90-34,,,,171ST,,,,ST,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGB,,,,,,,,,,,9804,,,57,,

11432,,,90-47,,,,171ST,,,,ST,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,,,,,,,,,9806,,,13,,

11432,,,90-49,,,,171ST,,,,ST,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,,,,,,,,,9806,,,12,,

11432,,,88-22,,,,172ND,,,,ST,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,ROOMINGHOUSE,,,,,,,,9827,,,57,,

11432,,,89-25,,,,172ND,,,,ST,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,,,,,

11432,,,90-03,,,,172ND,,,,ST,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,,,,,,

11432,,,90-07,,,,172ND,,,,ST,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,ROOMINGHOUSE,,,,,,,,,,,,,

11432,,,90-11,,,,172ND,,,,ST,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGB,,,,,,,,,,,9810,,,34,,

Source: 2023HCR BuildingRegistrationFile,,,,,,,,,,,,,,,,https://rentguidelinesboard.cityofnewyork.us/resources/rent-stabilized-building-lists,,,,,,,,,,,,,,,,,,,,,,,,,,Page160of 172,,,
,,,,,,,,,,,,,,,,,,,,,,,,ListofQueens Buildings Containing StabilizedUnits,,,,,,,,,,,,,,,,,,,,,,,,,,,,

ZIP,,,BLDGNO1,,,,,STREET1,,,,,STSUFX1,,,,BLDGNO2,,,,STREET2,,,,STSUFX2,,,,COUNTY,,,CITY,,,,STATUS1,,,STATUS2,,,,,STATUS3,,,BLOCK,,,LOT,,

11432,,,91-04,,,,,172ND,,,,,ST,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,,,,,,

11432,,,91-17,,,,,172ND,,,,,ST,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,,,,,,,,,9808,,,14,,

11432,,,87-70,,,,,173RD,,,,,ST,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,,,,,,,,,9829,,,48,,

11432,,,88-40,,,,,173RD,,,,,ST,,,,,,,,,,,,,,,,63,,,JAMAICA,,,,MULTIPLE DWELLINGA,,,,,,,,,,,9829,,,1,,

