
10467,,,3520,,,,,,DEKALB,,,AVE,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,3328,,,,143,,

10467,,,3521,,,,,,DEKALB,,,AVE,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,3328,,,,50,,

10467,,,3529 TO 3535,,,,,,DEKALB,,,AVE,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,3328,,,,46,,

10467,,,3530,,,,,,DEKALB,,,AVE,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,3328,,,,147,,

10467,,,3540,,,,,,DEKALB,,,AVE,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,3328,,,,152,,

10467,,,3544,,,,,,DEKALB,,,AVE,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,3328,,,,155,,

10467,,,3551,,,,,,DEKALB,,,AVE,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,3328,,,,39,,

10467,,,3554,,,,,,DEKALB,,,AVE,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,3328,,,,158,,

10467,,,3569,,,,,,DEKALB,,,AVE,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,3329,,,,40,,

10467,,,3572 TO 3574,,,,,,DEKALB,,,AVE,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,3329,,,,10,,

10467,,,3573,,,,,,DEKALB,,,AVE,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,3329,,,,60,,

10467,,,3576 TO 3578,,,,,,DEKALB,,,AVE,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,3329,,,,20,,

10467,,,3585,,,,,,DEKALB,,,AVE,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,3329,,,,58,,

10467,,,400 TO 414,,,,,,E 203RD,,,ST,,,,3084,,,,,WEBSTER,,,,AVE,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,3330,,,,52,,

10467,,,365,,,,,,E 204TH,,,ST,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,3353,,,,7,,

10467,,,371,,,,,,E 204TH,,,ST,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,3353,,,,1,,

10467,,,414,,,,,,E 204TH,,,ST,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,3330,,,,73,,

10467,,,415,,,,,,E 204TH,,,ST,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,3357,,,,248,,

10467,,,284,,,,,,E 205TH,,,ST,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,3341,,,,11,,

10467,,,334,,,,,,E 205TH,,,ST,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,3349,,,,23,,

10467,,,335,,,,,,E 205TH,,,ST,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,3350,,,,1,,

10467,,,345,,,,,,E 205TH,,,ST,,,,3187,,,,,DECATUR,,,,AVE,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,3350,,,,44,,

10467,,,346,,,,,,E 205TH,,,ST,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,3349,,,,24,,

10467,,,365,,,,,,E 205TH,,,ST,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,3354,,,,1,,

10467,,,375,,,,,,E 205TH,,,ST,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,3354,,,,47,,

10467,,,376,,,,,,E 205TH,,,ST,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,3353,,,,34,,

10467,,,284 TO 288,,,,,,E 206TH,,,ST,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,3341,,,,44,,

10467,,,312 TO 314,,,,,,E 206TH,,,ST,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,3341,,,,57,,

10467,,,315,,,,,,E 206TH,,,ST,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,3342,,,,51,,

10467,,,325 TO 327,,,,,,E 206TH,,,ST,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,3342,,,,47,,

10467,,,235 TO 241,,,,,,E 207TH,,,ST,,,,3240,,,,,RESERVOIR,,,,OVAL E,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,3343,,,,106,,

10467,,,245,,,,,,E 207TH,,,ST,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,3343,,,,100,,

10467,,,255,,,,,,E 207TH,,,ST,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,3343,,,,97,,

10467,,,277,,,,,,E 207TH,,,ST,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,3343,,,,42,,

10467,,,305,,,,,,E 207TH,,,ST,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGB,,,,,,,,,,3347,,,,70,,

10467,,,340,,,,,,E 207TH,,,ST,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,3350,,,,23,,

10467,,,350,,,,,,E 207TH,,,ST,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,3350,,,,25,,

10467,,,14 TO 16,,,,,,E 208TH,,,ST,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,3326,,,,129,,

10467,,,15,,,,,,E 208TH,,,ST,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,3327,,,,75,,

10467,,,28 TO 30,,,,,,E 208TH,,,ST,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGB,,,,,,,,,,3326,,,,134,,

10467,,,33 TO 35,,,,,,E 208TH,,,ST,,,,50,,,,,E 210TH,,,,ST,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,3326,,,,155,,

10467,,,44 TO 46,,,,,,E 208TH,,,ST,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,3326,,,,142,,

10467,,,55,,,,,,E 208TH,,,ST,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,3326,,,,150,,

10467,,,91,,,,,,E 208TH,,,ST,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,COOP/CONDO PLANFILE,,,,,,,3326,,,,45,,

10467,,,92,,,,,,E 208TH,,,ST,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,3326,,,,32,,

10467,,,96,,,,,,E 208TH,,,ST,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGB,,,,,,,,,,3326,,,,35,,

10467,,,130 TO 136,,,,,,E 208TH,,,ST,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGB,,,,,,,,,,3336,,,,19,,

10467,,,144,,,,,,E 208TH,,,ST,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,3336,,,,24,,

10467,,,308,,,,,,E 209TH,,,ST,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,3347,,,,36,,

10467,,,315,,,,,,E 209TH,,,ST,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,3348,,,,81,,

10467,,,344,,,,,,E 209TH,,,ST,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,3351,,,,35,,

10467,,,364,,,,,,E 209TH,,,ST,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,3355,,,,27,,

Source: 2023HCR BuildingRegistrationFile,,,,,,,,,,,,,,,,,,,,https://rentguidelinesboard.cityofnewyork.us/resources/rent-stabilized-building-lists,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page98of 130,,,
,,,,,,,,,,,,,,,,,,,ListofBronxBuildings Containing StabilizedUnits,,,,,,,,,,,,,,,,,,,,,,,,,,,,

ZIP,,,BLDGNO1,,,,STREET1,,,STSUFX1,,,BLDGNO2,,,,STREET2,,,STSUFX2,,,COUNTY,,,CITY,,,,,STATUS1,,,STATUS2,,,,STATUS3,,,BLOCK,,,,LOT,,

10467,,,365,,,,E 209TH,,,ST,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,3355,,,,80,,

10467,,,375,,,,E 209TH,,,ST,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,3355,,,,156,,

10467,,,55,,,,E 210TH,,,ST,,,3400,,,,DEKALB,,,AVE,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,3327,,,,63,,

10467,,,80,,,,E 210TH,,,ST,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,3326,,,,69,,

10467,,,264 TO 266,,,,E 211TH,,,ST,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,3356,,,,52,,

10467,,,300,,,,E 211TH,,,ST,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,3356,,,,95,,

10467,,,316,,,,E 211TH,,,ST,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,3356,,,,96,,

10467,,,635,,,,E 211TH,,,ST,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,4641,,,,60,,

10467,,,713,,,,E 211TH,,,ST,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,4657,,,,42,,

10467,,,22,,,,E 212TH,,,ST,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,421-A (16),,,3328,,,,35,,

10467,,,50,,,,E 212TH,,,ST,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,3328,,,,97,,

10467,,,718,,,,E 212TH,,,ST,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,4657,,,,71,,

10467,,,719,,,,E 212TH,,,ST,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,4657,,,,87,,

10467,,,721,,,,E 212TH,,,ST,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,4657,,,,86,,

10467,,,723,,,,E 212TH,,,ST,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,4657,,,,85,,

10467,,,1,,,,E 213TH,,,ST,,,3594,,,,JEROME,,,AVE,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,3329,,,,83,,

10467,,,12,,,,E 213TH,,,ST,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,3329,,,,56,,

10467,,,19 TO 25,,,,E 213TH,,,ST,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,3329,,,,64,,

10467,,,675,,,,E 213TH,,,ST,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,4647,,,,94,,

10467,,,679,,,,E 213TH,,,ST,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,4647,,,,92,,

10467,,,719 TO 721,,,,E 213TH,,,ST,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,4661,,,,27,,

10467,,,762,,,,E 213TH,,,ST,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,4660,,,,53,,

10467,,,852,,,,E 213TH,,,ST,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,4671,,,,63,,

10467,,,856,,,,E 213TH,,,ST,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,4671,,,,64,,

10467,,,712 TO 714,,,,E 214TH,,,ST,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,4661,,,,12,,

10467,,,715,,,,E 214TH,,,ST,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,4662,,,,24,,

10467,,,744,,,,E 214TH,,,ST,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,421-A (16),,,,,,,4661,,,,52,,

10467,,,753,,,,E 214TH,,,ST,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,4662,,,,81,,

10467,,,755,,,,E 214TH,,,ST,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,4662,,,,80,,

10467,,,757,,,,E 214TH,,,ST,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,4662,,,,79,,

10467,,,759,,,,E 214TH,,,ST,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,4662,,,,78,,

10467,,,760,,,,E 214TH,,,ST,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,4661,,,,159,,

10467,,,761,,,,E 214TH,,,ST,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,4662,,,,77,,

10467,,,764,,,,E 214TH,,,ST,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,4661,,,,60,,

10467,,,765,,,,E 214TH,,,ST,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,421-A (16),,,,,,,4662,,,,75,,

10467,,,836,,,,E 214TH,,,ST,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,4672,,,,59,,

10467,,,741,,,,E 216TH,,,ST,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,4664,,,,28,,

10467,,,745,,,,E 216TH,,,ST,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,421-A (16),,,,,,,4664,,,,27,,

10467,,,747,,,,E 216TH,,,ST,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,4664,,,,25,,

10467,,,718,,,,E 217TH,,,ST,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,4664,,,,64,,

10467,,,735,,,,E 217TH,,,ST,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,421-A (16),,,,,,,4665,,,,131,,

10467,,,741,,,,E 217TH,,,ST,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,4665,,,,27,,

10467,,,743,,,,E 217TH,,,ST,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,4665,,,,126,,

10467,,,745,,,,E 217TH,,,ST,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,4665,,,,126,,

10467,,,825,,,,E 217TH,,,ST,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,4676,,,,29,,

10467,,,869,,,,E 217TH,,,ST,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,4676,,,,5,,

10467,,,720,,,,E 218TH,,,ST,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGB,,,,,,,,,,4665,,,,68,,

10467,,,728,,,,E 218TH,,,ST,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,421-A (16),,,,,,,,,

10467,,,730,,,,E 218TH,,,ST,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,4665,,,,175,,

10467,,,827,,,,E 218TH,,,ST,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,4677,,,,25,,

10467,,,841,,,,E 218TH,,,ST,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,4677,,,,20,,

10467,,,845,,,,E 218TH,,,ST,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,4677,,,,117,,

10467,,,683,,,,E 219TH,,,ST,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,421-A (1-15),,,4654,,,,60,,

10467,,,737,,,,E 219TH,,,ST,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,4667,,,,31,,

10467,,,754,,,,E 219TH,,,ST,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,4666,,,,74,,

10467,,,758,,,,E 219TH,,,ST,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,421-A (16),,,,,,,4666,,,,77,,

10467,,,815,,,,E 219TH,,,ST,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,4678,,,,32,,

Source: 2023HCR BuildingRegistrationFile,,,,,,,,,,,,,,,,https://rentguidelinesboard.cityofnewyork.us/resources/rent-stabilized-building-lists,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page99of 130,,,
,,,,,,,,,,,,,,,,,,,,,,ListofBronxBuildings Containing StabilizedUnits,,,,,,,,,,,,,,,,,,,,,,,,,,,,

ZIP,,,BLDGNO1,,,,STREET1,,,,,STSUFX1,,,,BLDGNO2,,,,STREET2,,,STSUFX2,,,,COUNTY,,,CITY,,,,,STATUS1,,,STATUS2,,,,,STATUS3,,BLOCK,,,LOT,,

10467,,,817,,,,E 219TH,,,,,ST,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,4678,,,31,,

10467,,,818,,,,E 219TH,,,,,ST,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,4677,,,51,,

10467,,,822,,,,E 219TH,,,,,ST,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,4677,,,53,,

10467,,,624,,,,E 220TH,,,,,ST,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,4654,,,7,,

10467,,,710,,,,E 220TH,,,,,ST,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,4667,,,59,,

10467,,,712,,,,E 220TH,,,,,ST,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,4667,,,60,,

10467,,,715,,,,E 220TH,,,,,ST,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,4668,,,44,,

10467,,,717,,,,E 220TH,,,,,ST,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,4668,,,42,,

10467,,,720,,,,E 220TH,,,,,ST,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,4667,,,65,,

10467,,,722,,,,E 220TH,,,,,ST,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,4667,,,66,,

10467,,,736,,,,E 220TH,,,,,ST,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,4667,,,74,,

10467,,,738,,,,E 220TH,,,,,ST,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,4667,,,75,,

10467,,,850,,,,E 220TH,,,,,ST,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,4678,,,66,,

10467,,,871,,,,E 220TH,,,,,ST,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,4679,,,1,,

10467,,,630,,,,E 221ST,,,,,ST,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,J-51,,,,,,,4655,,,11,,

10467,,,685,,,,E 221ST,,,,,ST,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,4656,,,151,,

10467,,,687,,,,E 221ST,,,,,ST,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,4656,,,150,,

10467,,,721,,,,E 221ST,,,,,ST,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,4669,,,38,,

10467,,,723,,,,E 221ST,,,,,ST,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,4669,,,37,,

10467,,,730,,,,E 221ST,,,,,ST,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,4668,,,73,,

10467,,,770 TO 774,,,,E 221ST,,,,,ST,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,4668,,,1,,

10467,,,624,,,,E 222ND,,,,,ST,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,4656,,,1,,

10467,,,629,,,,E 222ND,,,,,ST,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,421-A (16),,,,,,,4824,,,41,,

10467,,,661,,,,E 222ND,,,,,ST,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,4824,,,24,,

10467,,,684,,,,E 222ND,,,,,ST,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,4656,,,34,,

10467,,,705,,,,E 222ND,,,,,ST,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,4836,,,42,,

10467,,,740,,,,E 222ND,,,,,ST,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,ARTICLE 11,,,,,,,4669,,,71,,

10467,,,742,,,,E 222ND,,,,,ST,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,4669,,,72,,

10467,,,857,,,,E 222ND,,,,,ST,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,4847,,,4,,

10467,,,1 TO 15,,,,E GUNHILL,,,,,RD,,,,3500,,,,JEROME,,,AVE,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,3328,,,8,,

10467,,,19,,,,E GUNHILL,,,,,RD,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGB,,,,,,,,,,3328,,,3,,

10467,,,65,,,,E GUNHILL,,,,,RD,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,3328,,,130,,

10467,,,215,,,,E GUNHILL,,,,,RD,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,3344,,,36,,

10467,,,250,,,,E GUNHILL,,,,,RD,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,3343,,,204,,

10467,,,272,,,,E GUNHILL,,,,,RD,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,3343,,,170,,

10467,,,275,,,,E GUNHILL,,,,,RD,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,3356,,,3,,

10467,,,282,,,,E GUNHILL,,,,,RD,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,3343,,,180,,

10467,,,301,,,,E GUNHILL,,,,,RD,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,3356,,,85,,

10467,,,323,,,,E GUNHILL,,,,,RD,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,3356,,,107,,

10467,,,13 TO 15,,,,E MOSHOLU,,,,,PKWY N,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,3326,,,118,,

10467,,,25,,,,E MOSHOLU,,,,,PKWY N,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGB,,,,,,,,,,3326,,,113,,

10467,,,29,,,,E MOSHOLU,,,,,PKWY N,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,3326,,,111,,

10467,,,45,,,,E MOSHOLU,,,,,PKWY N,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,3326,,,105,,

